,iteration,alive_cells,silent_cells,dead_cells,number_of_artery_giving_oxygen,volume,prolif_cells,t,curement
201,20100,95815,588870,0.37060191544518184,29826,5.337,19.33378061962706,83.75,0.16276033804129061
202,20200,97317,591852,0.26722378162264965,29821,5.337,19.46039878509814,84.16666666666667,0.15798765965804046
203,20300,99023,594471,0.16987557150381916,29821,5.337,19.582527144969326,84.58333333333333,0.15335492439524406
204,20400,100599,597178,0.0869430859603499,29813,5.32605,19.703469518455645,85.0,0.14885803666827654
205,20500,102236,599870,0.027092587431515484,29813,5.32605,19.825710829411104,85.41666666666667,0.1444930225302003
206,20600,103894,602665,0.005861646763133267,29813,5.32605,19.951453623979063,85.83333333333333,0.14025598895488917
207,20700,105498,605301,0.0019351848165368205,29799,5.32605,20.071181773309434,86.25,0.13614321649764918
208,20800,107235,607664,0.0005889692919894672,29799,5.32605,20.186956634690215,86.66666666666667,0.13215103082238824
209,20900,109003,610247,0.0,29795,5.32605,20.309819176609185,87.08333333333333,0.12827591739269584
210,21000,110746,612740,0.0,29795,5.32605,20.429434374855283,87.5,0.12451443584015633
211,21100,112372,615449,0.0,29795,5.32605,20.551845112437157,87.91666666666667,0.12086324514065719
212,21200,114103,618070,0.0,29792,5.34354,20.674735892127195,88.33333333333333,0.11731913288032642
213,21300,115731,620612,0.0,29792,5.34354,20.792487397482773,88.75,0.1138789318167017
214,21400,117406,623260,0.0,29785,5.32605,20.914559281811826,89.16666666666667,0.11053962100958407
215,21500,119084,625766,0.0,29785,5.32605,21.03270611596236,89.58333333333333,0.10729822354800676
216,21600,120615,628232,0.0,29782,5.32605,21.14557248692309,90.0,0.10415187405953645
217,21700,122155,630823,0.0,29782,5.32605,21.262222719206996,90.41666666666667,0.10109779328620755
218,21800,123588,633307,0.0,29782,5.32605,21.372830068482244,90.83333333333333,0.09813325795550824
219,21900,125086,635619,0.0,29776,5.32605,21.480415976253163,91.25,0.09525566477564844
220,22000,126537,637979,0.0,29776,5.32605,21.588030121795153,91.66666666666667,0.092462441998564
221,22100,128124,640038,0.0,29775,5.32605,21.69098503511084,92.08333333333333,0.08975113102349169
222,22200,129607,642234,0.0,29775,5.337,21.794871794871796,92.5,0.08711932572209369
223,22300,131124,644259,0.0,29775,5.35453,21.894889979996364,92.91666666666667,0.08456468864561509
224,22400,132628,646431,0.0,29766,5.35453,21.998692026444107,93.33333333333333,0.08208497124993028
225,22500,134204,648257,0.0,29766,5.35453,22.094756923619087,93.75,0.07967795683686106
226,22600,135621,650302,0.0,29761,5.35453,22.192516087058177,94.16666666666667,0.07734153232370271
227,22700,137034,652310,0.0,29761,5.35453,22.28911750188346,94.58333333333333,0.0750736156856252
228,22800,138444,654442,0.0,29757,5.35453,22.38913568700803,95.0,0.07287220202386388
229,22900,139858,656097,0.0,29757,5.35453,22.475797406417204,95.41666666666667,0.07073534598967873
230,23000,141201,658066,0.0,29757,5.35453,22.56932090419602,95.83333333333333,0.0686611418065216
231,23100,142556,659787,0.0,29754,5.35453,22.656180288002677,96.25,0.066647768579466
232,23200,143892,661635,0.0,29754,5.36549,22.746089351084724,96.66666666666667,0.06469342750092977
233,23300,145294,663208,0.0,29748,5.36549,22.83009672001346,97.08333333333333,0.06279639812115403
234,23400,146643,664641,0.0,29748,5.36549,22.908654199125987,97.5,0.0609549963517502
235,23500,147881,666317,0.0,29748,5.383,22.990939064019543,97.91666666666667,0.059167586548486265
236,23600,149133,667879,0.0,29739,5.383,23.070400151806258,98.33333333333333,0.057432595781309624
237,23700,150469,669385,0.0,29739,5.383,23.150651897182886,98.75,0.055748473398484134
238,23800,151757,670942,0.0,29731,5.383,23.23098835587272,99.16666666666667,0.0541137410951588
239,23900,153188,672260,0.0,29731,5.383,23.30861398853998,99.58333333333333,0.052526942259357015
240,24000,154598,673442,0.0,29723,5.383,23.38180629114949,100.0,0.05098667424262362
241,24100,155918,674860,0.0,29723,5.39397,23.459121308335,100.41666666666667,0.04949157606143681
242,24200,157206,676186,0.0,29723,5.35489,23.532934841908016,100.83333333333333,0.048040314209430945
243,24300,158557,677548,0.0,29716,5.35489,23.60954391481681,101.25,0.04663161410009301
244,24400,159871,678834,0.0,29716,5.3658,23.682962119594865,101.66666666666667,0.04526421661867399
245,24500,161232,679826,0.0,29709,5.38757,23.74940559491901,102.08333333333333,0.04393691807666674
246,24600,162422,681115,0.0,29709,5.39842,23.81940702939778,102.5,0.04264854049454648
247,24700,163677,682340,0.0,29709,5.42679,23.889436701647618,102.91666666666667,0.041397939725967274
248,24800,165016,683476,0.0,29703,5.43763,23.95932518504211,103.33333333333333,0.04018401542195482
249,24900,166316,684908,0.0,29703,5.44845,24.03647077560121,103.75,0.039005682662500256
250,25000,167547,686282,0.0,29696,5.45925,24.11003016923461,104.16666666666667,0.037861906534419655
251,25100,168771,687795,0.0,29696,5.45925,24.18731694864905,104.58333333333333,0.03675166719450697
252,25200,170090,688780,0.0,29687,5.45925,24.252376773190836,105.0,0.035673983231781364
253,25300,171549,689836,0.0,29687,5.47003,24.32339476742807,105.41666666666667,0.034627902906507885
254,25400,172983,691004,0.0,29687,5.47003,24.396869447748262,105.83333333333333,0.03361249361111132
255,25500,174324,692221,0.0,29684,5.48078,24.469101666141444,106.25,0.03262686372562063
256,25600,175871,692932,0.0,29684,5.49152,24.53286255321408,106.66666666666667,0.03167013240417861
257,25700,177314,693859,0.0,29677,5.49152,24.599786070646385,107.08333333333333,0.0307414574408181
258,25800,178901,694673,5.6092313522806395e-05,29677,5.50224,24.667584958981813,107.5,0.02984001455466396
259,25900,180358,695725,8.413847028420958e-05,29677,5.50224,24.738433526592637,107.91666666666667,0.028965003141264416
260,26000,181887,696825,0.00014023078380701596,29670,5.50224,24.81267062673168,108.33333333333333,0.02811565324592739
261,26100,183290,697937,0.00016827694056841916,29670,5.50224,24.883688620968915,108.75,0.0272912057479882
262,26200,184792,699031,0.00016827694056841916,29665,5.50224,24.9569938746627,109.16666666666667,0.02649093666880839
263,26300,186303,700160,0.00016827694056841916,29665,5.50224,25.031541590283496,109.58333333333333,0.025714132598723245
264,26400,187961,701131,0.00022436925409122558,29663,5.50224,25.105778690422536,110.0,0.02496010681633132
265,26500,189453,702160,0.00022436925409122558,29663,5.50224,25.176966111286188,110.41666666666667,0.024228193205542866
266,26600,191063,703126,0.00022436925409122558,29663,5.50224,25.249706609558597,110.83333333333333,0.023517739123405768
267,26700,192675,704212,0.0002804615676140319,29656,5.51996,25.325892115901365,111.25,0.02282812080764053
268,26800,194301,705217,0.0003085077243754351,29656,5.51996,25.400185691582543,111.66666666666667,0.022158722052038015
269,26900,195849,706208,0.0003085077243754351,29653,5.51996,25.471881392325425,112.08333333333333,0.02150895361384775
270,27000,197493,707224,0.0003365538811368383,29653,5.50921,25.54699386336759,112.5,0.020878238759526886
271,27100,199269,708134,0.0003365538811368383,29653,5.50921,25.62284051645754,112.91666666666667,0.02026601730939721
272,27200,200914,709228,0.00036460003789824154,29645,5.50921,25.700183771414114,113.33333333333333,0.019671750513342474
273,27300,202438,710440,0.0003926461946596447,29645,5.50921,25.777442313057485,113.75,0.0190949072130512
274,27400,204023,711563,0.0003926461946596447,29638,5.50921,25.853910197110935,114.16666666666667,0.018534980888326696
275,27500,205401,713014,0.0004206923514210479,29638,5.91784,25.933794851463677,114.58333333333333,0.017991472424430277
276,27600,206819,714286,0.0004206923514210479,29634,5.93425,26.009754455637896,115.0,0.017463901351038386
277,27700,208100,715696,0.00044873850818245116,29634,5.93425,26.085742297583188,115.41666666666667,0.016951801592759417
278,27800,209360,717110,0.00044873850818245116,29634,5.95062,26.161250097420307,115.83333333333333,0.016454716500409784
279,27900,210625,718482,0.00044873850818245116,29625,5.95062,26.235713099727903,116.25,0.015972209631798257
280,28000,211837,719710,0.0004767846649438543,29625,5.96695,26.304613261135003,116.66666666666667,0.015503849829968046
281,28100,213009,721261,0.0004767846649438543,29624,5.96695,26.381504711754484,117.08333333333333,0.015049224792190218
282,28200,214358,722641,0.0005048308217052575,29624,5.96695,26.458565589000372,117.5,0.01460793096375676
283,28300,215523,723991,0.0005328769784666607,29624,5.96695,26.52958358323761,117.91666666666667,0.014179576401958991
284,28400,216772,725524,0.0006170154487508702,29615,5.98323,26.60814106235013,118.33333333333333,0.013763784196395231
285,28500,217982,726901,0.0007292000757964831,29615,5.98323,26.681192176104297,118.75,0.01336018274440702
286,28600,219189,728349,0.0007292000757964831,29606,5.98323,26.756163458291116,119.16666666666667,0.012968417655485785
287,28700,220391,729707,0.0007852923893192894,29606,5.98323,26.828452152226433,119.58333333333333,0.012588139712863192
288,28800,221685,730938,0.0007852923893192894,29602,5.98323,26.89975252417436,120.0,0.012219012729196893
289,28900,223016,732199,0.0008133385460806926,29602,5.98323,26.972944826783863,120.41666666666667,0.011860710577004722
290,29000,224435,733126,0.000869430859603499,29602,5.98323,27.039190637710526,120.83333333333333,0.011512913744732813
291,29100,225873,734213,0.0008974770163649023,29595,5.98323,27.11049100965845,121.25,0.011175316905907397
292,29200,227328,735420,0.0008974770163649023,29595,5.98323,27.185659956242752,121.66666666666667,0.010847618430827065
293,29300,228852,736620,0.0009255231731263055,29588,5.98323,27.2625796446333,122.08333333333333,0.01052952982619519
294,29400,230514,737641,0.0009535693298877087,29588,5.99947,27.338341584410042,122.5,0.01022076869502965
295,29500,231868,739056,0.001009661643410515,29588,5.99947,27.41653197249867,122.91666666666667,0.00992106077982229
296,29600,233379,740421,0.001009661643410515,29579,5.99947,27.49774380209163,123.33333333333333,0.009630142360234671
297,29700,234886,741659,0.0011218462704561277,29579,6.01566,27.575256483674615,123.75,0.009347753439387789
298,29800,236333,743005,0.0011218462704561277,29571,6.01566,27.654124578268892,124.16666666666667,0.009073646097172842
299,29900,237763,744398,0.001149892427217531,29571,6.01566,27.73383980599522,124.58333333333333,0.00880757603869661
300,30000,239278,745701,0.0012340308975017404,29566,6.01566,27.813413844866204,125.0,0.008549308037762944
301,30100,240759,746969,0.0012620770542631438,29566,6.01566,27.891039477533464,125.41666666666667,0.008298613870187098
302,30200,242231,748176,0.0012620770542631438,29566,6.01566,27.966688466225932,125.83333333333333,0.008055269955049946
303,30300,243719,749435,0.0013742616813087567,29560,6.01566,28.044257623351054,126.25,0.007819062670312649
304,30400,245223,750722,0.0014303539948315627,29560,6.01566,28.123069242403194,126.66666666666667,0.007589780986873087
305,30500,246772,751877,0.0015144924651157726,29552,6.01566,28.19942417537237,127.08333333333333,0.007367223080191044
306,30600,248160,753273,0.0015705847786385788,29552,6.01566,28.278038130027028,127.5,0.0071511913962600945
307,30700,249509,754725,0.001598630935399982,29552,6.01566,28.357132126789853,127.91666666666667,0.006941494041588732
308,30800,250783,756093,0.0016827694056841915,29546,6.01566,28.431736317952783,128.33333333333334,0.006737946450464219
309,30900,252022,757599,0.001738861719206998,29546,6.01566,28.509248999535767,128.75,0.0065403666725601835
310,31000,253313,758793,0.0017949540327298046,29540,6.01566,28.579419860640954,129.16666666666666,0.006348581260042536
311,31100,254427,760260,0.001879092503014014,29540,6.03181,28.65230154776871,129.58333333333334,0.006162419314010961
312,31200,255626,761707,0.0019351848165368205,29530,6.03181,28.727018690015914,130.0,0.005981716270110154
313,31300,256646,763165,0.001991277130059627,29530,6.06398,28.796991886723617,130.41666666666666,0.005806312454903509
314,31400,257808,764374,0.001991277130059627,29530,6.06398,28.863943641926994,130.83333333333334,0.00563605143140329
315,31500,259221,765410,0.002047369443582433,29527,6.06398,28.933097943273705,131.25,0.005470783703564646
316,31600,260467,766774,0.0020754156003438364,29527,6.03198,29.006798525762452,131.66666666666666,0.0053103615912421616
317,31700,261766,767887,0.0020754156003438364,29523,6.03198,29.074908029579632,132.08333333333334,0.005154643893991485
318,31800,263109,769021,0.0021034617571052397,29523,6.03198,29.144852988516263,132.5,0.005003492416764645
319,31900,264393,770329,0.0021876002273894493,29523,6.03198,29.218045291125772,132.91666666666666,0.004856772913741386
320,32000,265598,771543,0.0022436925409122553,29516,6.03198,29.28635245934043,133.33333333333334,0.0047143562513869055
321,32100,266889,772743,0.0022717386976736586,29516,6.03198,29.356692747072028,133.75,0.004576115121245421
322,32200,268105,773939,0.0022717386976736586,29505,6.03198,29.424802250889208,134.16666666666666,0.004441928148427443
323,32300,269282,775209,0.002299784854435062,29505,6.03198,29.493900076693784,134.58333333333334,0.0043116757392971175
324,32400,270428,776429,0.0023558771679578687,29497,6.03198,29.560710643041816,135.0,0.0041852427575090325
325,32500,271556,777514,0.0024119694814806747,29497,6.04791,29.623200830416373,135.41666666666666,0.004062517508092926
326,32600,272674,778532,0.0024119694814806747,29497,6.04791,29.68351670941865,135.83333333333334,0.003943390549996728
327,32700,273631,779996,0.0023558771679578687,29489,6.04791,29.75188035317545,136.25,0.0038277572739358443
328,32800,274699,781044,0.002327831011196465,29489,6.04791,29.81163147675636,136.66666666666666,0.0037155143387608705
329,32900,275788,781989,0.0022717386976736586,29484,6.04791,29.869067103109657,137.08333333333334,0.003606562943874248
330,33000,276904,782868,0.0022717386976736586,29484,6.04791,29.92540145639128,137.5,0.003500806394759696
331,33100,278072,783774,0.002327831011196465,29484,6.04791,29.983966593587315,137.91666666666666,0.003398150767975721
332,33200,279344,784532,0.0023558771679578687,29475,6.04791,30.041289268856335,138.33333333333334,0.0032985057272610146
333,33300,280587,785511,0.002299784854435062,29475,6.04791,30.104033596170503,138.75,0.00320178220878655
334,33400,281767,786587,0.002299784854435062,29472,6.04791,30.167738007701004,139.16666666666666,0.003107895279434441
335,33500,283106,787529,0.002327831011196465,29472,6.04791,30.232148363508216,139.58333333333334,0.0030167612482658833
336,33600,284367,788293,0.002327831011196465,29465,6.04791,30.28932984992189,140.0,0.0029282995593736534
337,33700,285743,789006,0.002299784854435062,29465,6.11192,30.348318553683956,140.41666666666666,0.0028424320773000407
338,33800,286971,789907,0.002327831011196465,29465,6.11192,30.408436768288755,140.83333333333334,0.0027590822436357612
339,33900,288223,790662,0.0023558771679578687,29455,6.07966,30.4651099748232,141.25,0.002678176880000224
340,34000,289498,791502,0.0023558771679578687,29455,6.07966,30.524832860633044,141.66666666666666,0.00259964368943552
341,34100,290656,792499,0.002327831011196465,29447,6.07966,30.58568525728563,142.08333333333334,0.0025234135092260107
342,34200,291831,793498,0.002327831011196465,29447,6.07966,30.64707417158851,142.5,0.002449418631965878
343,34300,292986,794640,0.0023558771679578687,29447,6.07966,30.711936331732815,142.91666666666666,0.0023775933224824725
344,34400,294259,795514,0.002327831011196465,29441,6.07966,30.77256282621685,143.33333333333334,0.0023078743989433303
345,34500,295461,796433,0.002327831011196465,29441,6.07966,30.832455138653103,143.75,0.002240199569878543
346,34600,296658,797370,0.002327831011196465,29434,6.07966,30.892714542113247,144.16666666666666,0.0021745094226447857
347,34700,297982,798135,0.002327831011196465,29434,6.07966,30.951703245875308,144.58333333333334,0.002110745409958495
348,34800,299259,799051,0.0023558771679578687,29422,6.07966,31.013628677828493,145.0,0.002048851164127506
349,34900,300548,799882,0.0023558771679578687,29422,6.07966,31.073492752493674,145.41666666666666,0.001988772000285348
350,35000,301899,800770,0.002383923324719272,29422,6.07966,31.136717121916014,145.83333333333334,0.0019304543381527806
351,35100,303286,801568,0.0023558771679578687,29411,6.09547,31.19841665170065,146.25,0.0018738469655878753
352,35200,304554,802533,0.002383923324719272,29411,6.09547,31.26147159449657,146.66666666666666,0.0018188992902635653
353,35300,305879,803422,0.002327831011196465,29400,6.09547,31.323990019642196,147.08333333333334,0.0017655629325387715
354,35400,307075,804467,0.0022156463841508526,29400,6.09547,31.387270864606663,147.5,0.0017137905399009247
355,35500,308276,805496,0.0022436925409122553,29400,6.07966,31.45024109408938,147.91666666666666,0.0016635361413374092
356,35600,309353,806461,0.0021876002273894493,29398,6.07966,31.507902622611226,148.33333333333334,0.001614755554339174
357,35700,310589,807225,0.0022156463841508526,29398,6.07966,31.56437816474819,148.75,0.0015674052155871384
358,35800,311857,808081,0.0022156463841508526,29389,6.07966,31.62435519049765,149.16666666666666,0.0015214435603744278
359,35900,313153,808951,0.0021595540706280457,29389,6.09547,31.685518202631986,149.58333333333334,0.0014768296237089697
360,36000,314291,810065,0.0022156463841508526,29378,6.09547,31.74910966307821,150.0,0.001433523937950896
361,36100,315658,810976,0.0022717386976736586,29378,6.06297,31.81343530557222,150.41666666666666,0.0013914881917264192
362,36200,316822,811992,0.0022436925409122553,29378,6.06297,31.87499364650151,150.83333333333334,0.0013506848718729952
363,36300,318060,812997,0.0022436925409122553,29371,6.06297,31.938330967008117,151.25,0.0013110781799545916
364,36400,319280,813919,0.0022717386976736586,29371,6.06297,31.99881627263681,151.66666666666666,0.0012726327583682143
365,36500,320622,814718,0.002327831011196465,29362,6.06297,32.05927334049443,152.08333333333334,0.0012353147928205086
366,36600,322067,815446,0.0022717386976736586,29362,6.06297,32.12063401702625,152.5,0.0011990911841650268
367,36700,323380,816356,0.002299784854435062,29362,6.06297,32.18340658211149,152.91666666666666,0.001163929747955974
368,36800,324713,817134,0.0022717386976736586,29354,6.06297,32.24301651683705,153.33333333333334,0.0011297994837131645
369,36900,326163,817820,0.0022717386976736586,29354,6.06297,32.303332395839334,153.75,0.0010966698386502848
370,37000,327394,818837,0.0022717386976736586,29345,6.06297,32.366810905201284,154.16666666666666,0.0010645117342254662
371,37100,328669,819525,0.002299784854435062,29345,6.06297,32.42224164980872,154.58333333333334,0.0010332965323356486
372,37200,329886,820358,0.0022436925409122553,29337,6.06297,32.48012908049911,155.0,0.0010029966704793258
373,37300,331160,821144,0.002299784854435062,29337,6.07865,32.53829888890019,155.41666666666666,0.000973585416470853
374,37400,332421,822102,0.0022156463841508526,29337,6.07865,32.60095850290115,155.83333333333334,0.0009450365539874487
375,37500,333750,822949,0.0021876002273894493,29331,6.0943,32.66240389274617,156.25,0.0009173249701220478
376,37600,334953,823923,0.0022156463841508526,29331,6.0943,32.72387752036225,156.66666666666666,0.0008904258535995926
377,37700,336262,824723,0.0021876002273894493,29322,6.0943,32.783430979545685,157.08333333333334,0.0008643155189778407
378,37800,337549,825674,0.0021876002273894493,29322,6.0943,32.84662711119695,157.5,0.000838970802729192
379,37900,338871,826439,0.0021876002273894493,29322,6.0943,32.90555933941688,157.91666666666666,0.0008143692171583786
380,38000,340092,827406,0.0021876002273894493,29317,6.06145,32.967343582514715,158.33333333333334,0.0007904891493902542
381,38100,341261,828369,0.0021595540706280457,29317,6.06145,33.02754651043273,158.75,0.0007673092802084656
382,38200,342490,829150,0.0022717386976736586,29307,6.07697,33.084304430280376,159.16666666666666,0.0007448092311538337
383,38300,343753,830019,0.002299784854435062,29307,6.07697,33.14450735819838,159.58333333333334,0.0007229689102860521
384,38400,345155,830722,0.002383923324719272,29300,6.07697,33.20394786629755,160.0,0.0007017689937674847
385,38500,346450,831449,0.0024119694814806747,29300,6.07697,33.261044639398015,160.41666666666666,0.0006811907507939551
386,38600,347670,832310,0.0024680617950034807,29300,6.07697,33.319807440991525,160.83333333333334,0.0006612158386309115
387,38700,348999,833050,0.002552200265287691,29293,6.07697,33.37823138933223,161.25,0.0006418267464266368
388,38800,350301,833812,0.0025241541085262876,29293,6.07697,33.43651414881757,161.66666666666666,0.0006230061733500215
389,38900,351534,834833,0.002552200265287691,29284,6.07697,33.500162084805936,162.08333333333334,0.0006047375388735643
390,39000,352911,835513,0.002608292578810497,29284,6.07697,33.558247179893804,162.5,0.0005870045974952423
391,39100,354092,836269,0.0026643848923333037,29284,6.07697,33.61294374245345,162.91666666666666,0.0005697915791191466
392,39200,355256,837232,0.0027485233626175134,29276,6.07697,33.67300548151612,163.33333333333334,0.0005530833292277964
393,39300,356501,838014,0.0027765695193789166,29276,6.07697,33.730243443471934,163.75,0.0005368649130988043
394,39400,357659,838830,0.0027204772058561097,29269,6.07697,33.78598480356112,164.16666666666666,0.0005211221106176372
395,39500,359024,839522,0.0027765695193789166,29269,6.10789,33.844069898648996,164.58333333333334,0.0005058409151570078
396,39600,360221,840534,0.0028326618329017226,29265,6.10789,33.90644713493927,165.0,0.0004910078413762942
397,39700,361527,841277,0.0029168003031859323,29265,6.08646,33.964306327858594,165.41666666666666,0.0004766098063357007
398,39800,362943,841819,0.0029728926167087387,29265,6.08646,34.019595883610684,165.83333333333334,0.0004626339752085423
399,39900,364409,842302,0.003057031086992948,29260,6.08646,34.07463129942316,166.25,0.0004490680437000511
400,40000,365798,843208,0.0031131234005157544,29260,6.08646,34.13943698402533,166.66666666666666,0.00043589985207829703
